"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"0500000US39055","Geauga County, Ohio","34204","814","4.0","1.7","4.2","1.5","10.0","3.3","8.2","2.3","10.6","2.3","17.0","2.5","2.9","17.2","2.8","6.5","1.8","7.5","1.6","67264","7514","88131","6287","30.3","(X)","(X)","(X)","(X)","(X)","25273","1401","1.9","1.2","1.4","0.8","5.8","2.4","8.7","2.6","8.7","2.4","17.7","3.2","15.7","3.5","21.8","3.7","8.8","2.4","9.6","2.2","80483","7592","103678","7667","(X)","(X)","29.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96178","7787","14.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8931","1440","10.4","5.7","13.2","4.9","22.0","8.1","10.9","4.6","5.5","11.6","4.6","11.0","4.6","3.2","2.6","0.0","1.5","1.4","1.4","30380","7947","41057","6757","(X)","(X)","(X)","(X)","33.1","(X)","16.2"
"0500000US39057","Greene County, Ohio","62465","1437","8.0","1.8","4.1","1.1","11.4","1.9","9.6","2.1","13.7","2.1","17.3","2.2","2.1","13.6","1.8","6.3","1.5","4.6","1.4","52544","2945","73750","4244","23.7","(X)","(X)","(X)","(X)","(X)","39967","1996","3.9","1.6","1.3","1.0","7.9","2.0","7.9","2.2","13.3","2.4","17.1","2.6","14.5","2.5","18.4","2.4","9.1","2.3","6.7","2.1","70229","9947","92117","6122","(X)","(X)","23.9","(X)","(X)","(X)","31323","1850","1.4","0.9","0.2","0.2","6.0","2.0","5.6","1.9","10.9","2.5","17.7","3.1","16.5","3.0","22.9","3.3","11.4","2.8","7.4","2.3","87196","4452","11.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22498","1762","15.6","4.3","9.7","2.5","17.6","3.9","14.2","4.1","3.8","15.8","3.9","5.9","2.8","4.4","2.0","1.3","0.9","0.5","0.5","29777","3189","39449","3401","(X)","(X)","(X)","(X)","21.7","(X)","15.0"
"0500000US39061","Hamilton County, Ohio","328390","3314","11.0","0.9","6.7","0.7","12.5","0.8","10.1","0.8","12.2","0.8","16.9","1.0","0.8","11.3","0.7","4.4","0.5","4.5","0.5","46837","1337","67498","1644","28.3","(X)","(X)","(X)","(X)","(X)","192311","4230","7.6","1.0","4.4","0.8","8.9","1.1","8.1","0.9","10.8","1.0","17.7","1.2","13.3","1.2","16.1","1.2","6.3","0.7","6.8","0.8","63133","1716","84890","2482","(X)","(X)","29.9","(X)","(X)","(X)","128947","3740","1.5","0.5","1.2","0.4","4.2","0.8","5.8","1.0","9.7","1.1","19.7","1.4","17.0","1.5","22.3","1.7","8.9","1.1","9.7","1.3","86785","2757","10.4","108580","3649","(X)","(X)","(X)","(X)","(X)","(X)","136079","3866","16.8","1.6","10.1","1.3","18.1","1.6","13.0","1.4","1.3","15.0","1.4","5.8","1.0","4.4","0.7","1.5","0.5","1.3","0.5","28541","1983","41673","2048","(X)","(X)","(X)","(X)","25.3","(X)","14.2"
"0500000US39063","Hancock County, Ohio","30064","840","6.1","1.9","4.4","1.9","14.0","3.1","10.0","2.5","17.0","3.4","17.7","3.1","3.0","10.8","2.5","4.4","1.8","2.8","1.5","47947","4571","63909","5076","22.4","(X)","(X)","(X)","(X)","(X)","20267","1150","7.3","3.0","3.0","2.2","10.0","3.1","4.2","1.7","15.0","3.9","18.3","3.9","17.1","4.1","15.1","3.6","6.0","2.5","4.1","2.2","62823","4937","76171","7413","(X)","(X)","21.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78987","5805","12.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9797","1215","10.5","4.7","7.8","3.6","24.3","7.9","18.5","6.8","5.5","14.1","4.4","4.1","3.0","1.1","1.2","1.1","1.4","0.0","1.4","30758","4372","34532","3359","(X)","(X)","(X)","(X)","22.1","(X)","18.7"
"0500000US39081","Jefferson County, Ohio","28625","1026","9.4","2.2","7.6","1.8","12.0","2.3","12.7","2.4","18.4","2.8","17.5","3.0","2.1","8.1","2.3","1.4","0.9","3.6","2.1","40566","2126","54433","4727","29.7","(X)","(X)","(X)","(X)","(X)","18763","1185","6.2","2.3","3.4","1.9","8.5","2.5","10.6","2.7","19.8","3.7","22.1","4.0","13.4","3.1","10.7","3.1","2.2","1.4","3.2","1.7","51054","3591","63672","5331","(X)","(X)","32.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60132","4722","9.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9862","1182","17.1","5.0","14.3","3.7","20.4","4.5","17.1","5.1","4.5","5.8","3.0","1.7","1.2","2.8","2.9","0.0","1.4","4.4","5.1","23297","4524","35541","9568","(X)","(X)","(X)","(X)","21.8","(X)","16.4"
"0500000US39085","Lake County, Ohio","95087","1538","5.1","1.0","5.9","1.2","10.9","1.3","10.3","1.3","14.1","1.7","19.9","2.0","1.8","14.6","1.7","3.7","0.8","2.2","0.7","54973","2531","67811","3758","29.7","(X)","(X)","(X)","(X)","(X)","62128","2771","2.4","0.9","2.8","1.1","6.3","1.5","9.5","1.8","13.2","2.2","20.7","2.4","17.2","2.5","19.4","2.4","5.4","1.2","3.0","1.0","69811","3526","81885","5550","(X)","(X)","30.2","(X)","(X)","(X)","47942","2511","0.9","0.6","1.8","0.9","3.5","1.2","7.5","1.6","13.4","2.5","19.1","2.7","19.6","2.9","23.8","2.9","6.6","1.5","3.8","1.3","78611","2948","13.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32959","2434","11.4","2.5","12.3","2.7","19.7","3.0","12.0","2.5","2.8","18.3","3.5","4.6","1.9","5.0","2.0","0.5","0.6","0.4","0.4","30951","1786","38999","2661","(X)","(X)","(X)","(X)","26.8","(X)","15.9"
"0500000US39089","Licking County, Ohio","63160","1705","6.5","1.5","5.5","1.4","11.1","1.5","9.1","1.5","14.7","2.3","21.5","2.7","2.0","12.1","2.1","3.5","1.2","3.6","1.5","52331","2787","67857","3872","23.1","(X)","(X)","(X)","(X)","(X)","43422","2136","5.3","1.6","2.7","1.1","6.4","1.5","8.2","1.9","14.6","2.4","22.4","3.1","14.7","2.6","16.2","2.9","5.0","1.7","4.5","1.8","63722","3589","79426","4899","(X)","(X)","21.7","(X)","(X)","(X)","33642","2009","1.3","0.8","0.9","0.6","3.9","1.3","7.2","1.9","14.7","2.6","21.5","3.2","17.9","3.3","20.9","3.4","6.3","2.1","5.4","2.3","75446","4467","12.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19738","1829","11.4","3.5","12.9","3.7","21.2","4.1","11.7","3.2","4.2","20.6","4.7","5.7","3.3","1.1","1.1","0.0","0.7","1.7","2.1","28294","4486","39379","5708","(X)","(X)","(X)","(X)","25.2","(X)","13.8"
"0500000US39093","Lorain County, Ohio","115670","1981","8.2","1.3","6.5","1.0","10.5","1.2","10.6","1.4","15.0","1.6","18.8","1.7","1.4","12.0","1.6","4.2","0.8","2.8","0.5","49131","2538","63004","2205","25.4","(X)","(X)","(X)","(X)","(X)","76908","2666","4.5","1.2","4.7","1.3","7.1","1.5","7.8","1.4","14.2","2.0","20.8","2.2","15.0","1.9","16.0","2.1","6.1","1.1","3.8","0.8","62565","3309","75736","2571","(X)","(X)","25.9","(X)","(X)","(X)","56138","2479","1.6","0.8","2.2","1.0","3.7","1.1","6.6","1.3","12.5","2.0","22.1","2.6","18.0","2.3","20.2","2.5","8.1","1.5","4.9","1.1","76675","3610","11.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38762","2160","16.7","2.8","10.3","2.5","18.0","3.1","15.7","2.7","2.8","14.0","2.6","4.8","1.5","2.7","1.6","0.8","0.6","0.5","0.5","28018","2574","35519","2720","(X)","(X)","(X)","(X)","22.8","(X)","16.6"
"0500000US39095","Lucas County, Ohio","176924","2844","12.8","1.1","6.5","0.9","13.7","1.1","11.8","1.0","12.9","1.1","17.5","1.2","1.1","9.0","0.9","2.6","0.5","2.1","0.5","40529","1367","55215","1801","23.5","(X)","(X)","(X)","(X)","(X)","103886","3100","8.4","1.1","5.1","1.1","9.1","1.0","8.0","1.2","13.2","1.5","20.3","1.7","16.1","1.8","13.0","1.4","4.1","0.9","2.8","0.7","55384","2310","69053","2538","(X)","(X)","23.7","(X)","(X)","(X)","69342","2936","1.8","0.6","2.2","0.9","5.2","1.3","6.6","1.2","13.0","2.0","22.7","2.0","20.3","2.4","18.0","2.0","6.0","1.3","4.2","1.1","73272","3024","10.9","86387","3315","(X)","(X)","(X)","(X)","(X)","(X)","73038","3558","20.3","2.1","9.3","1.4","20.2","2.4","17.4","1.9","1.9","12.3","2.0","3.6","0.8","2.7","1.1","0.6","0.3","1.1","0.7","25105","1758","34033","2429","(X)","(X)","(X)","(X)","21.2","(X)","12.5"
"0500000US39099","Mahoning County, Ohio","96689","2420","8.5","1.2","8.4","1.2","15.6","1.5","12.7","1.4","14.4","1.6","18.0","1.8","1.1","8.4","1.1","2.4","0.7","1.6","0.7","39642","2146","53511","2204","21.7","(X)","(X)","(X)","(X)","(X)","61630","2496","5.5","1.2","5.4","1.2","11.3","1.7","10.7","1.7","16.0","2.0","20.8","2.3","12.6","1.5","12.1","1.8","3.1","0.9","2.5","1.0","51187","2404","64795","3124","(X)","(X)","21.6","(X)","(X)","(X)","43295","2361","1.2","0.6","2.5","1.1","6.9","1.4","9.3","1.6","16.7","2.3","24.0","2.8","15.9","2.2","16.2","2.3","4.1","1.2","3.3","1.4","63221","2325","10.1","77610","4111","(X)","(X)","(X)","(X)","(X)","(X)","35059","2468","16.1","2.7","13.9","2.5","22.3","2.7","16.8","2.7","2.9","11.9","2.4","4.4","1.9","1.6","1.1","1.1","1.0","0.1","0.1","24110","1493","31758","2349","(X)","(X)","(X)","(X)","19.9","(X)","12.0"
"0500000US39101","Marion County, Ohio","24496","1738","4.8","1.9","7.6","2.4","15.2","3.1","14.1","3.4","16.0","3.3","20.5","3.4","3.3","7.6","2.3","0.6","0.7","0.6","0.6","43004","4624","50841","3238","29.6","(X)","(X)","(X)","(X)","(X)","18154","1686","4.1","2.5","7.1","2.9","11.7","3.6","12.0","3.5","15.7","3.9","22.0","4.2","16.7","4.4","9.7","3.0","0.3","0.4","0.8","0.8","49408","4299","56146","3980","(X)","(X)","29.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","55368","4710","13.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6342","983","9.6","4.5","13.2","5.0","27.4","8.4","18.8","6.9","5.4","9.8","5.1","2.2","2.2","2.6","2.6","0.0","2.1","0.0","2.1","24920","5197","30442","4083","(X)","(X)","(X)","(X)","28.8","(X)","16.4"
"0500000US39103","Medina County, Ohio","65593","1153","4.3","1.2","3.0","0.9","8.8","1.7","9.0","1.6","12.8","1.8","19.7","1.9","2.0","16.6","1.9","4.1","1.0","3.7","0.9","65078","4141","76889","3440","34.4","(X)","(X)","(X)","(X)","(X)","46942","1694","3.5","1.4","1.2","0.6","4.3","1.2","7.3","1.6","11.8","2.0","20.5","2.3","20.3","2.8","20.6","2.4","5.6","1.3","4.9","1.2","76678","3815","88789","4431","(X)","(X)","32.9","(X)","(X)","(X)","38432","1857","0.9","0.6","0.5","0.4","3.1","1.2","4.1","1.3","11.1","2.2","21.6","2.6","22.5","3.1","23.8","3.0","6.5","1.6","5.9","1.4","85258","2997","17.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18651","1568","9.0","3.1","7.3","2.5","18.7","4.2","14.9","3.4","3.9","17.8","4.1","11.4","3.7","4.2","1.9","0.1","0.2","0.7","0.7","35141","3575","43352","3297","(X)","(X)","(X)","(X)","37.6","(X)","16.0"
"0500000US39109","Miami County, Ohio","41261","1006","5.9","2.1","5.4","1.8","11.2","2.5","9.7","1.8","14.4","2.4","22.6","2.8","2.7","11.5","2.4","3.6","1.3","2.5","1.1","53101","3829","64668","3699","21.0","(X)","(X)","(X)","(X)","(X)","28439","1575","5.1","2.7","2.0","1.2","8.3","2.6","6.6","1.9","13.0","3.2","24.4","3.3","17.1","3.6","15.4","3.3","4.5","1.7","3.6","1.5","64294","5777","75945","5081","(X)","(X)","19.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75421","3519","13.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12822","1767","11.7","4.6","13.7","5.2","20.3","5.5","13.1","4.5","4.7","14.8","3.8","5.4","3.6","2.7","1.7","1.6","1.8","0.0","1.1","27407","4149","36238","4056","(X)","(X)","(X)","(X)","21.5","(X)","16.8"
"0500000US39113","Montgomery County, Ohio","221121","2960","9.9","1.0","7.0","0.8","13.6","1.1","11.1","0.9","16.5","1.3","17.7","1.3","0.9","9.1","0.9","2.6","0.4","2.3","0.4","42524","1701","56242","1702","23.3","(X)","(X)","(X)","(X)","(X)","130379","3729","6.6","1.1","3.6","0.8","9.8","1.5","8.9","0.9","17.2","1.7","20.2","1.8","13.6","1.3","12.4","1.2","4.2","0.7","3.6","0.7","54378","2280","70029","2315","(X)","(X)","23.1","(X)","(X)","(X)","87063","3391","1.0","0.4","0.9","0.4","5.0","1.3","6.8","1.1","18.1","2.1","22.7","2.1","17.0","1.7","17.4","1.8","6.1","1.0","5.0","1.0","70516","2124","10.1","86591","3214","(X)","(X)","(X)","(X)","(X)","(X)","90742","3228","15.8","1.7","12.2","1.7","19.6","1.9","14.9","1.8","1.8","12.9","1.6","4.9","1.0","3.6","0.9","0.3","0.2","0.5","0.3","26361","1376","34910","1750","(X)","(X)","(X)","(X)","22.1","(X)","15.4"
"0500000US39119","Muskingum County, Ohio","33675","963","8.9","2.2","9.4","2.0","14.8","2.7","12.4","2.6","13.5","2.2","18.5","2.7","2.5","7.0","1.8","1.6","1.1","1.4","0.9","39266","3301","50412","3244","26.7","(X)","(X)","(X)","(X)","(X)","23344","1402","8.1","2.8","3.7","1.7","11.0","3.1","9.4","2.5","16.2","3.3","22.5","3.7","15.9","3.4","9.2","2.3","2.1","1.6","1.9","1.2","50943","2822","58952","4094","(X)","(X)","28.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61606","5482","12.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10331","1143","15.1","5.0","23.6","6.2","23.8","6.1","15.5","4.5","3.8","7.4","4.4","2.9","2.1","1.2","1.4","0.0","1.3","0.5","0.8","19439","2511","26846","3680","(X)","(X)","(X)","(X)","20.6","(X)","9.9"
"0500000US39133","Portage County, Ohio","59712","1644","7.6","2.1","4.2","1.2","11.0","1.9","8.6","1.9","15.7","2.0","20.2","2.6","2.6","13.4","2.2","3.1","0.8","2.1","0.8","52364","2975","65232","3586","26.6","(X)","(X)","(X)","(X)","(X)","39776","1650","6.7","2.2","2.5","1.6","6.8","1.8","6.4","1.7","14.3","2.2","22.4","3.2","17.3","3.7","16.9","2.8","4.3","1.3","2.3","1.0","62846","5759","73220","4314","(X)","(X)","25.4","(X)","(X)","(X)","30299","1898","1.3","1.0","0.9","0.6","4.0","2.0","5.8","1.9","13.8","2.3","23.6","3.7","20.9","4.4","21.3","3.5","5.3","1.6","3.0","1.3","75661","4888","14.0","84943","4967","(X)","(X)","(X)","(X)","(X)","(X)","19936","1461","12.7","4.4","9.6","3.2","18.6","3.8","13.7","4.6","3.7","14.0","3.8","6.5","2.2","5.3","2.8","0.8","1.0","1.7","1.2","31919","4296","45464","6955","(X)","(X)","(X)","(X)","27.1","(X)","17.2"
"0500000US39139","Richland County, Ohio","48529","1343","7.3","1.7","7.8","1.6","15.0","2.8","12.2","2.3","17.5","2.9","18.6","2.7","2.3","8.1","1.9","1.4","0.6","0.9","0.6","41680","2282","53513","4392","32.9","(X)","(X)","(X)","(X)","(X)","32136","1776","5.6","1.9","5.2","1.9","10.6","2.9","10.4","2.4","17.7","3.4","22.2","3.3","14.5","3.2","11.1","2.7","1.8","0.9","0.7","0.6","50597","4301","58819","3453","(X)","(X)","33.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61385","4003","11.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16393","1634","10.9","3.3","15.6","3.4","24.6","4.9","13.7","3.9","4.4","10.9","3.6","4.0","2.5","1.9","1.2","0.4","0.8","1.1","1.3","24198","3993","41254","11035","(X)","(X)","(X)","(X)","29.0","(X)","16.8"
"0500000US39141","Ross County, Ohio","27948","1084","9.0","2.2","8.0","2.0","12.9","2.7","10.8","2.8","16.8","2.9","19.6","3.5","3.2","8.2","2.6","1.5","0.9","2.0","1.1","42951","3233","54194","3592","19.7","(X)","(X)","(X)","(X)","(X)","18459","1365","6.3","3.0","4.1","2.2","10.5","3.2","10.6","4.0","16.1","3.8","23.8","4.3","13.5","4.0","10.0","3.8","2.2","1.4","3.0","1.6","53639","5743","63565","5089","(X)","(X)","19.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61909","5211","11.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9489","1071","17.4","5.3","16.1","4.8","16.2","4.4","11.9","3.9","5.2","11.6","4.9","5.6","5.0","2.8","2.2","0.0","1.4","0.0","1.4","25442","7449","32507","4417","(X)","(X)","(X)","(X)","19.7","(X)","18.4"
"0500000US39145","Scioto County, Ohio","28927","1296","11.3","2.8","9.7","2.5","19.1","3.3","7.7","1.8","14.7","2.8","18.5","3.3","2.3","5.3","1.9","2.3","1.4","1.4","0.8","36874","3378","48528","2745","22.4","(X)","(X)","(X)","(X)","(X)","19137","1380","7.1","3.5","6.8","2.7","14.1","3.4","8.6","2.7","13.9","3.4","22.8","3.7","14.9","3.4","7.3","2.8","2.8","1.8","1.7","1.3","49451","5740","57942","4738","(X)","(X)","23.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","62360","4510","10.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9790","932","19.5","5.1","15.7","4.5","30.1","6.4","8.5","3.6","4.8","7.7","4.5","0.0","1.4","1.4","1.3","1.3","2.2","0.7","1.0","18473","2888","28226","4808","(X)","(X)","(X)","(X)","17.6","(X)","15.0"
"0500000US39151","Stark County, Ohio","150470","2316","8.1","1.0","5.6","0.8","12.1","1.2","12.3","1.1","16.3","1.5","20.5","1.4","1.3","9.8","1.2","2.3","0.6","1.8","0.5","45617","1711","57544","1985","24.0","(X)","(X)","(X)","(X)","(X)","98340","2736","5.0","1.0","3.4","0.8","8.5","1.3","10.5","1.3","16.4","1.7","22.3","1.8","14.2","1.7","14.0","1.7","3.4","0.8","2.4","0.7","56503","2289","67571","2418","(X)","(X)","24.8","(X)","(X)","(X)","73511","2433","1.8","0.8","1.5","0.6","5.2","1.2","9.4","1.3","15.9","1.8","23.6","2.2","17.5","2.1","17.6","2.1","4.4","1.1","3.0","0.8","66917","3145","11.2","77808","2773","(X)","(X)","(X)","(X)","(X)","(X)","52130","2692","14.5","2.0","10.6","1.9","19.6","2.4","16.0","2.1","2.5","15.9","2.2","4.5","1.5","2.1","1.0","0.2","0.2","0.5","0.4","27418","2053","37028","3624","(X)","(X)","(X)","(X)","21.9","(X)","16.3"
"0500000US39153","Summit County, Ohio","221175","3024","9.0","0.8","6.6","0.7","10.8","0.9","10.1","0.9","14.5","1.2","19.1","1.1","1.1","11.2","1.0","3.4","0.6","3.7","0.6","48798","1458","65175","1872","30.3","(X)","(X)","(X)","(X)","(X)","135370","3904","6.1","0.9","3.5","0.7","6.6","0.9","8.0","1.0","12.8","1.3","22.3","1.4","15.1","1.5","15.3","1.3","4.8","0.8","5.6","0.9","63429","1853","80994","2840","(X)","(X)","31.4","(X)","(X)","(X)","98098","3212","1.1","0.5","1.3","0.5","3.7","0.9","6.9","1.0","11.1","1.4","24.1","1.6","18.2","1.7","19.7","1.8","6.4","1.1","7.4","1.2","77098","2659","11.5","96826","3634","(X)","(X)","(X)","(X)","(X)","(X)","85805","3916","14.8","1.8","11.7","1.5","17.8","1.7","13.2","1.5","2.3","13.0","1.8","5.5","1.2","4.4","1.2","1.1","0.5","0.8","0.4","29281","2034","38852","2014","(X)","(X)","(X)","(X)","27.7","(X)","17.7"
"0500000US39155","Trumbull County, Ohio","86992","1815","8.9","1.2","7.0","1.4","14.6","1.8","11.1","1.3","18.9","1.9","18.6","1.9","1.3","6.7","1.0","1.6","0.6","1.5","0.5","41049","1713","51427","2067","26.4","(X)","(X)","(X)","(X)","(X)","54910","2317","7.1","1.6","3.1","1.1","9.0","1.8","9.8","1.4","20.3","2.2","21.3","2.4","15.3","2.0","9.2","1.4","2.7","0.9","2.1","0.7","50403","2156","61828","3009","(X)","(X)","25.6","(X)","(X)","(X)","38425","2065","0.9","0.6","1.2","0.8","5.4","1.8","9.0","1.8","21.5","2.6","24.8","2.8","18.1","2.3","12.5","2.0","3.7","1.2","2.9","1.0","60688","2244","11.1","73751","3602","(X)","(X)","(X)","(X)","(X)","(X)","32082","2227","14.5","2.6","13.2","2.8","23.6","3.1","13.9","2.5","3.1","12.1","2.7","3.3","1.3","1.4","0.8","0.0","0.4","0.2","0.4","24251","2069","31305","1919","(X)","(X)","(X)","(X)","27.1","(X)","17.7"
"0500000US39157","Tuscarawas County, Ohio","36699","1076","5.4","1.8","6.8","1.8","12.1","2.2","14.5","2.7","17.7","2.6","20.3","2.6","2.2","8.1","1.7","1.7","1.1","2.0","0.9","43702","2450","56019","2987","38.2","(X)","(X)","(X)","(X)","(X)","25525","1537","3.2","2.0","2.8","1.0","10.4","2.1","12.5","2.9","19.2","3.7","23.4","3.5","12.3","2.8","10.9","2.3","2.2","1.5","2.9","1.2","51572","2964","64874","3889","(X)","(X)","37.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","57954","3036","11.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11174","1333","12.4","3.9","16.5","5.1","17.1","4.4","18.3","5.2","4.3","13.3","5.3","5.9","3.4","0.7","1.1","0.6","0.8","0.0","1.2","27430","3976","32503","3290","(X)","(X)","(X)","(X)","38.9","(X)","15.2"
"0500000US39165","Warren County, Ohio","77718","1370","3.1","0.9","1.9","0.6","6.7","1.4","7.2","1.3","13.4","1.9","18.6","2.3","1.9","17.3","2.0","9.8","1.8","7.9","1.8","72898","4217","97610","8243","28.2","(X)","(X)","(X)","(X)","(X)","57986","1733","2.1","1.1","1.1","0.7","4.2","1.4","4.9","1.1","10.6","2.1","17.9","2.8","16.2","2.5","20.5","2.8","12.5","2.3","10.1","2.3","88733","4570","112968","10448","(X)","(X)","28.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96806","6612","14.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19732","1825","7.5","2.6","5.6","1.9","15.4","4.3","13.6","3.5","4.4","20.5","4.6","7.9","3.6","5.7","3.2","1.7","1.2","1.3","1.2","40717","3763","48736","4427","(X)","(X)","(X)","(X)","24.8","(X)","20.8"
"0500000US39169","Wayne County, Ohio","42246","1088","5.9","1.5","4.8","1.4","12.1","1.9","11.2","2.2","17.8","2.6","20.5","2.8","2.2","10.9","1.8","1.6","0.7","1.8","0.7","47946","3492","60019","2566","36.7","(X)","(X)","(X)","(X)","(X)","30211","1484","3.0","1.3","2.7","1.3","7.8","2.1","9.9","2.1","16.8","2.7","24.9","3.3","16.2","2.7","14.5","2.5","2.1","1.0","2.2","1.0","62227","4785","69100","3385","(X)","(X)","34.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67833","2603","13.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12035","1380","15.3","4.1","11.4","3.9","23.1","4.3","16.9","4.6","4.6","8.3","3.2","5.6","3.9","1.3","1.1","0.3","0.5","0.9","0.9","25141","3481","34708","4862","(X)","(X)","(X)","(X)","41.7","(X)","17.0"
"0500000US39173","Wood County, Ohio","50219","1086","8.9","1.7","4.3","1.4","9.8","1.7","10.8","1.9","16.7","2.6","16.2","1.9","2.2","14.9","2.5","3.0","1.0","2.4","1.0","49575","2607","66309","4006","25.8","(X)","(X)","(X)","(X)","(X)","30459","1358","5.5","2.0","1.7","1.0","4.7","1.4","7.2","1.8","16.2","2.8","19.3","2.4","17.8","3.3","19.5","3.3","4.8","1.6","3.4","1.3","69867","3780","82918","5932","(X)","(X)","25.0","(X)","(X)","(X)","24595","1321","2.8","1.5","1.4","1.1","1.7","1.0","5.6","1.7","15.5","2.9","20.1","2.8","19.7","3.9","23.1","3.9","5.9","2.0","4.2","1.6","80004","5679","12.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19760","1505","14.9","3.8","8.8","3.0","18.4","3.7","16.9","4.1","4.5","10.3","3.2","5.2","2.4","6.7","3.4","0.3","0.6","1.0","1.5","29344","3338","38760","4723","(X)","(X)","(X)","(X)","25.5","(X)","17.6"
